trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5024999791668749, 'e': 0.99}",30,7,-162.42526909524227,"{0: 10, 1: 6, 2: 3, 3: 2, 4: 2}",1
2,False,"{'a': 0.5049998333399998, 'e': 0.9801}",25,0,-173.96483641933742,"{0: 11, 1: 4, 2: 7, 3: 1, 4: 2}",0
3,False,"{'a': 0.5074994375506203, 'e': 0.970299}",25,0,-170.44020820831375,"{0: 12, 1: 4, 2: 4, 3: 4, 4: 1}",0
4,False,"{'a': 0.5099986668799655, 'e': 0.96059601}",20,0,-184.98649282249676,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
5,False,"{'a': 0.5124973964842103, 'e': 0.9509900498999999}",35,15,-92.19648262414421,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",1
6,False,"{'a': 0.51499550161941, 'e': 0.941480149401}",20,0,-146.61631120597144,"{0: 12, 1: 4, 2: 0, 3: 1, 4: 3}",0
7,False,"{'a': 0.5174928576663897, 'e': 0.9320653479069899}",20,0,-95.67777114505847,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
8,False,"{'a': 0.5199893401555818, 'e': 0.9227446944279201}",20,0,-93.2820871549895,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
9,False,"{'a': 0.5224848247918001, 'e': 0.9135172474836408}",25,0,-161.05865780769562,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
10,False,"{'a': 0.52497918747894, 'e': 0.9043820750088044}",25,0,-147.10465016185586,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
11,False,"{'a': 0.5274723043445937, 'e': 0.8953382542587164}",20,0,-127.98786432610325,"{0: 12, 1: 4, 2: 0, 3: 2, 4: 2}",0
12,False,"{'a': 0.5299640517645717, 'e': 0.8863848717161292}",20,0,-122.2220826872059,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
13,False,"{'a': 0.5324543063873187, 'e': 0.8775210229989678}",25,0,-65.65158061400835,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
14,False,"{'a': 0.5349429451582145, 'e': 0.8687458127689782}",20,0,-97.74973012018748,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
15,False,"{'a': 0.5374298453437496, 'e': 0.8600583546412884}",20,8,-35.94811545429834,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
16,False,"{'a': 0.5399148845555657, 'e': 0.8514577710948755}",25,0,-94.54175709098251,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
17,False,"{'a': 0.542397940774351, 'e': 0.8429431933839268}",25,0,-190.15971438491854,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
18,False,"{'a': 0.5448788923735801, 'e': 0.8345137614500875}",25,0,-128.24398463638695,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
19,False,"{'a': 0.5473576181430894, 'e': 0.8261686238355866}",20,0,-189.5517455158616,"{0: 8, 1: 4, 2: 4, 3: 1, 4: 3}",0
20,False,"{'a': 0.549833997312478, 'e': 0.8179069375972308}",20,0,-195.17875074340967,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
21,False,"{'a': 0.5523079095743253, 'e': 0.8097278682212584}",30,0,-112.77731274291175,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
22,False,"{'a': 0.5547792351072148, 'e': 0.8016305895390459}",30,3,-71.68943844340441,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 0}",1
23,False,"{'a': 0.5572478545985555, 'e': 0.7936142836436554}",20,0,-110.95539530636347,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
24,False,"{'a': 0.5597136492671929, 'e': 0.7856781408072188}",20,2,-166.06336407024097,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 3}",1
25,False,"{'a': 0.5621765008857981, 'e': 0.7778213593991467}",20,10,-28.046022639029022,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
26,False,"{'a': 0.5646362918030292, 'e': 0.7700431458051551}",30,0,-104.87604691034045,"{0: 20, 1: 0, 2: 9, 3: 0, 4: 1}",0
27,False,"{'a': 0.5670929049654543, 'e': 0.7623427143471035}",20,5,-59.8212594264796,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 0}",1
28,False,"{'a': 0.569546223939229, 'e': 0.7547192872036326}",25,11,-22.572258623464613,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
29,False,"{'a': 0.5719961329315186, 'e': 0.7471720943315961}",30,0,-94.40507581066191,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
30,False,"{'a': 0.574442516811659, 'e': 0.7397003733882802}",20,2,-23.913252342128278,"{0: 14, 1: 2, 2: 0, 3: 2, 4: 0}",1
31,False,"{'a': 0.5768852611320463, 'e': 0.7323033696543975}",30,0,-82.06077178087155,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
32,False,"{'a': 0.5793242521487495, 'e': 0.7249803359578534}",20,0,-96.19185569112398,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
33,False,"{'a': 0.5817593768418363, 'e': 0.7177305325982749}",30,0,-31.170853740898153,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
34,False,"{'a': 0.5841905229354074, 'e': 0.7105532272722921}",20,4,-16.619819768110073,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
35,False,"{'a': 0.5866175789173301, 'e': 0.7034476949995692}",20,0,12.560312018295582,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
36,False,"{'a': 0.5890404340586651, 'e': 0.6964132180495735}",20,0,-9.616425282675863,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
37,False,"{'a': 0.5914589784327801, 'e': 0.6894490858690777}",25,0,-104.42436007463449,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
38,False,"{'a': 0.5938731029341427, 'e': 0.682554595010387}",25,1,-29.478085044361265,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 0}",1
39,False,"{'a': 0.5962826992967879, 'e': 0.6757290490602831}",25,0,-56.33826996460918,"{0: 18, 1: 5, 2: 0, 3: 1, 4: 1}",0
40,False,"{'a': 0.598687660112452, 'e': 0.6689717585696803}",25,0,-115.63959162342611,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
41,False,"{'a': 0.6010878788483698, 'e': 0.6622820409839835}",20,0,-2.954389488502602,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
42,False,"{'a': 0.6034832498647263, 'e': 0.6556592205741436}",20,0,-46.41083238002286,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
43,False,"{'a': 0.6058736684317606, 'e': 0.6491026283684022}",25,0,-33.16313208952771,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
44,False,"{'a': 0.6082590307465143, 'e': 0.6426116020847181}",25,0,-133.4837131098858,"{0: 12, 1: 8, 2: 3, 3: 0, 4: 2}",0
45,False,"{'a': 0.610639233949222, 'e': 0.6361854860638709}",25,11,-16.064674423920817,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
46,False,"{'a': 0.6130141761393355, 'e': 0.6298236312032323}",20,0,-66.65714193631885,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
47,False,"{'a': 0.6153837563911821, 'e': 0.6235253948912}",20,2,-86.8508369974356,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 2}",1
48,False,"{'a': 0.617747874769249, 'e': 0.617290140942288}",20,7,-27.49372536589779,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
49,False,"{'a': 0.6201064323430902, 'e': 0.611117239532865}",20,0,-77.38665989307266,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
50,False,"{'a': 0.6224593312018546, 'e': 0.6050060671375364}",25,0,-93.08174206865337,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
51,False,"{'a': 0.6248064744684293, 'e': 0.598956006466161}",20,9,-86.47236535928636,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
52,False,"{'a': 0.6271477663131956, 'e': 0.5929664464014994}",25,11,-30.17837937182177,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
53,False,"{'a': 0.6294831119673949, 'e': 0.5870367819374844}",30,22,-29.47486128799614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
54,False,"{'a': 0.6318124177361016, 'e': 0.5811664141181095}",20,0,-91.46849307012273,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
55,False,"{'a': 0.6341355910108007, 'e': 0.5753547499769285}",30,13,-46.31711692216291,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
56,False,"{'a': 0.6364525402815664, 'e': 0.5696012024771592}",30,17,23.925919144801483,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.6387631751488418, 'e': 0.5639051904523875}",25,15,-27.834269513312407,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
58,False,"{'a': 0.6410674063348171, 'e': 0.5582661385478637}",20,0,-31.75744371479685,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
59,False,"{'a': 0.6433651456944017, 'e': 0.5526834771623851}",20,1,-14.126587826938405,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
60,False,"{'a': 0.6456563062257954, 'e': 0.5471566423907612}",30,17,-27.3892287362875,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
61,False,"{'a': 0.6479408020806503, 'e': 0.5416850759668536}",20,3,1.187541768322805,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
62,False,"{'a': 0.6502185485738271, 'e': 0.536268225207185}",20,0,-42.64547433842666,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
63,False,"{'a': 0.6524894621927444, 'e': 0.5309055429551132}",30,10,-29.437354486222823,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
64,False,"{'a': 0.6547534606063192, 'e': 0.525596487525562}",20,12,-45.574122088065074,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
65,False,"{'a': 0.6570104626734988, 'e': 0.5203405226503064}",20,0,-65.50130125443116,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
66,False,"{'a': 0.6592603884513855, 'e': 0.5151371174238033}",20,3,-32.5782399270034,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
67,False,"{'a': 0.6615031592029524, 'e': 0.5099857462495653}",20,10,-53.79992363643353,"{0: 5, 1: 1, 2: 2, 3: 2, 4: 0}",1
68,False,"{'a': 0.6637386974043528, 'e': 0.5048858887870696}",25,13,-37.775540323366066,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
69,False,"{'a': 0.6659669267518202, 'e': 0.4998370298991989}",25,0,-58.138268791533946,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
70,False,"{'a': 0.6681877721681662, 'e': 0.49483865960020695}",25,5,-81.17046438786225,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
71,False,"{'a': 0.6704011598088686, 'e': 0.4898902730042049}",25,13,-14.88514135035323,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
72,False,"{'a': 0.6726070170677604, 'e': 0.48499137027416284}",20,8,2.4533998068307135,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.6748052725823135, 'e': 0.4801414565714212}",20,0,-42.56905150244888,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
74,False,"{'a': 0.676995856238523, 'e': 0.47534004200570695}",20,14,-0.8690717494157192,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.679178699175393, 'e': 0.4705866415856499}",20,0,-39.50359660010966,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
76,False,"{'a': 0.6813537337890256, 'e': 0.46588077516979337}",30,13,-30.890772675402616,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
77,False,"{'a': 0.6835208937363156, 'e': 0.46122196741809546}",25,14,11.014428445192344,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.6856801139382539, 'e': 0.4566097477439145}",20,0,-19.706897041169093,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
79,False,"{'a': 0.6878313305828404, 'e': 0.45204365026647536}",25,0,-109.67968754399958,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
80,False,"{'a': 0.6899744811276125, 'e': 0.4475232137638106}",20,0,-22.461634560921283,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
81,False,"{'a': 0.6921095043017882, 'e': 0.4430479816261725}",20,0,-21.84760775392688,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
82,False,"{'a': 0.6942363401080306, 'e': 0.43861750180991077}",30,3,-30.27694481676473,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 1}",1
83,False,"{'a': 0.6963549298238342, 'e': 0.43423132679181164}",30,16,-67.81819438515788,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
84,False,"{'a': 0.6984652160025387, 'e': 0.4298890135238935}",25,0,-58.485706314317774,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
85,False,"{'a': 0.7005671424739729, 'e': 0.4255901233886546}",25,0,-75.29647176602842,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
86,False,"{'a': 0.7026606543447315, 'e': 0.421334222154768}",20,0,-23.762147884557965,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
87,False,"{'a': 0.7047456979980911, 'e': 0.41712087993322033}",25,0,-35.17760429970872,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
88,False,"{'a': 0.7068222210935676, 'e': 0.41294967113388814}",20,0,25.2019882075477,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
89,False,"{'a': 0.7088901725661199, 'e': 0.40882017442254925}",25,12,13.031939215670604,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.7109495026250039, 'e': 0.4047319726783238}",20,0,-37.874784515486525,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
91,False,"{'a': 0.7130001627522816, 'e': 0.40068465295154054}",20,15,9.400031160577797,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.7150421057009898, 'e': 0.3966778064220251}",20,10,-11.557189385799502,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
93,False,"{'a': 0.7170752854929726, 'e': 0.39271102835780486}",25,8,-66.86399415704163,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
94,False,"{'a': 0.7190996574163839, 'e': 0.3887839180742268}",20,12,-0.7093872112386315,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.7211151780228631, 'e': 0.38489607889348454}",25,15,-11.886281131382653,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
96,False,"{'a': 0.7231218051243898, 'e': 0.38104711810454966}",25,1,-71.52322964080666,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 1}",1
97,False,"{'a': 0.7251194977898231, 'e': 0.37723664692350417}",20,0,-23.982294115082055,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
98,False,"{'a': 0.7271082163411295, 'e': 0.37346428045426916}",30,0,-46.86540850821113,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
99,False,"{'a': 0.7290879223493065, 'e': 0.36972963764972644}",25,3,5.195059982729024,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 0}",1
100,False,"{'a': 0.7310585786300049, 'e': 0.3660323412732292}",25,0,-38.58402525249418,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
101,False,"{'a': 0.7330201492388575, 'e': 0.3623720178604969}",20,9,-49.2579271925503,"{0: 6, 1: 0, 2: 4, 3: 1, 4: 0}",1
102,False,"{'a': 0.7349725994665188, 'e': 0.3587482976818919}",25,8,-39.49565431541814,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
103,False,"{'a': 0.7369158958334202, 'e': 0.355160814705073}",20,9,1.5954599261237088,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.7388500060842489, 'e': 0.35160920655802225}",25,6,7.414769225501441,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.740774899182154, 'e': 0.348093114492442}",20,0,-77.50795942499221,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
106,False,"{'a': 0.7426905453026857, 'e': 0.3446121833475176}",20,0,32.70757101963133,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
107,False,"{'a': 0.7445969158274759, 'e': 0.34116606151404244}",20,4,-46.24958084707967,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
108,False,"{'a': 0.7464939833376621, 'e': 0.337754400898902}",25,7,-21.33461112857144,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
109,False,"{'a': 0.7483817216070642, 'e': 0.334376856889913}",20,5,-41.9364048161842,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
110,False,"{'a': 0.7502601055951177, 'e': 0.33103308832101386}",30,21,15.508299600389941,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.7521291114395702, 'e': 0.3277227574378037}",20,4,-51.587478968803524,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
112,False,"{'a': 0.7539887164489482, 'e': 0.3244455298634257}",20,0,-6.778794643450269,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
113,False,"{'a': 0.7558388990947971, 'e': 0.3212010745647914}",25,0,27.617518042343995,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
114,False,"{'a': 0.7576796390037049, 'e': 0.3179890638191435}",20,12,0.7592519081161098,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.759510916949111, 'e': 0.31480917318095203}",30,9,3.1869896027699904,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.7613327148429104, 'e': 0.3116610814491425}",35,0,-112.2595819688496,"{0: 28, 1: 2, 2: 2, 3: 0, 4: 3}",0
117,False,"{'a': 0.7631450157268554, 'e': 0.30854447063465107}",20,0,-4.847463065354552,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
118,False,"{'a': 0.7649478037637647, 'e': 0.3054590259283046}",25,15,6.086757769992555,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.7667410642285427, 'e': 0.30240443566902153}",20,9,7.846065520319164,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.7685247834990175, 'e': 0.2993803913123313}",20,6,-11.065247581504371,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
121,False,"{'a': 0.7702989490466019, 'e': 0.296386587399208}",30,3,12.144231925878186,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 0}",1
122,False,"{'a': 0.7720635494267837, 'e': 0.2934227215252159}",30,14,-14.491623195436501,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
123,False,"{'a': 0.7738185742694538, 'e': 0.29048849430996376}",20,12,-3.3290262408563116,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.7755640142690734, 'e': 0.2875836093668641}",20,11,16.70551505878851,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.7772998611746911, 'e': 0.28470777327319546}",20,0,19.750836816922764,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
126,False,"{'a': 0.7790261077798122, 'e': 0.2818606955404635}",25,13,-23.65512652743518,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
127,False,"{'a': 0.7807427479121283, 'e': 0.27904208858505886}",20,6,20.61847112453791,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.7824497764231124, 'e': 0.2762516676992083}",25,19,11.604937012784339,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.7841471891774855, 'e': 0.2734891510222162}",20,8,-10.3239043069887,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
130,False,"{'a': 0.7858349830425586, 'e': 0.27075425951199406}",25,12,-88.80330878533226,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 2}",1
131,False,"{'a': 0.7875131558774608, 'e': 0.2680467169168741}",25,7,-22.986000577710747,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
132,False,"{'a': 0.789181706522253, 'e': 0.26536624974770534}",20,10,17.975262836403836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.7908406347869368, 'e': 0.2627125872502283}",20,0,-7.331896401397968,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
134,False,"{'a': 0.7924899414403644, 'e': 0.26008546137772603}",25,18,11.734814552841096,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.7941296281990528, 'e': 0.25748460676394874}",20,13,-8.650310925059742,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
136,False,"{'a': 0.7957596977159083, 'e': 0.2549097606963093}",20,4,-25.811955494307423,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
137,False,"{'a': 0.7973801535688696, 'e': 0.2523606630893462}",35,19,28.4796387676934,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.7989910002494707, 'e': 0.2498370564584527}",25,0,12.29897508007154,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
139,False,"{'a': 0.8005922431513315, 'e': 0.24733868589386818}",30,24,12.851882038631118,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.8021838885585818, 'e': 0.24486529903492948}",25,14,21.937983262220488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.8037659436342208, 'e': 0.2424166460445802}",25,16,11.62243968000104,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.8053384164084221, 'e': 0.2399924795841344}",25,10,4.829912871400915,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.8069013157667836, 'e': 0.23759255478829303}",30,16,17.61385912972101,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.8084546514385326, 'e': 0.23521662924041012}",20,0,-11.377789090019238,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
145,False,"{'a': 0.8099984339846871, 'e': 0.232864462948006}",25,1,-22.671094576905986,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
146,False,"{'a': 0.8115326747861805, 'e': 0.23053581831852593}",20,15,11.714217669558131,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.8130573860319537, 'e': 0.22823046013534068}",20,13,0.8661488122156702,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.8145725807070178, 'e': 0.22594815553398728}",30,12,31.886458253472625,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.8160782725804958, 'e': 0.2236886739786474}",20,9,14.943467570695505,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.8175744761936437, 'e': 0.22145178723886091}",20,8,0.6948705082754705,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
151,False,"{'a': 0.819061206847858, 'e': 0.2192372693664723}",25,20,9.098976958842133,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.8205384805926733, 'e': 0.21704489667280757}",20,10,-32.56383732831471,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
153,False,"{'a': 0.8220063142137535, 'e': 0.2148744477060795}",20,0,16.352330282009852,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
154,False,"{'a': 0.8234647252208833, 'e': 0.2127257032290187}",20,4,-7.100188292720258,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
155,False,"{'a': 0.8249137318359602, 'e': 0.21059844619672852}",20,16,9.391125236393993,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.826353352980995, 'e': 0.20849246173476124}",20,3,-17.757879815787586,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
157,False,"{'a': 0.8277836082661223, 'e': 0.2064075371174136}",20,9,19.125496476155448,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.8292045179776256, 'e': 0.2043434617462395}",30,13,9.109054862361594,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.8306161030659813, 'e': 0.2023000271287771}",25,0,-23.53138006733824,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
160,False,"{'a': 0.8320183851339245, 'e': 0.2002770268574893}",30,23,12.777348017509585,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.8334113864245404, 'e': 0.19827425658891443}",25,14,10.232913858261838,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.8347951298093854, 'e': 0.19629151402302528}",20,16,4.726124306041652,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.8361696387766411, 'e': 0.19432859888279502}",25,17,15.431240377301704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.8375349374193038, 'e': 0.19238531289396707}",20,16,7.682767247265175,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.8388910504234147, 'e': 0.1904614597650274}",25,13,-1.6026652648993913,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
166,False,"{'a': 0.8402380030563309, 'e': 0.1885568451673771}",25,8,-43.36816686169261,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
167,False,"{'a': 0.8415758211550443, 'e': 0.18667127671570335}",25,0,-39.244175823768884,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
168,False,"{'a': 0.8429045311145473, 'e': 0.1848045639485463}",20,7,22.88085876944318,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.8442241598762525, 'e': 0.18295651830906084}",20,11,9.90776520094253,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.8455347349164652, 'e': 0.18112695312597024}",20,15,9.19033943952255,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.8468362842349139, 'e': 0.17931568359471053}",20,3,12.39441430210192,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.8481288363433407, 'e': 0.17752252675876343}",20,6,0.3293949453752232,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
173,False,"{'a': 0.8494124202541561, 'e': 0.1757473014911758}",25,8,-11.917353696357992,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
